cleaned_up_drug	class_umls
VX15/2503	
VX15/2503	
VX15/2503	
DEBIO1143	
DEBIO1143	
AutologousNY-ESO-1-specificCD8-positiveLymphocytes	
DendriticCell-targetingLentiviralID-LV305	
ImmunotherapeuticCMB305	
NiraparibNivolumab	
NiraparibIpilimumab	
MIK665	
MIK665	
MIK665	
SKI-G-801	
GEM333	
Itacitinib	
SLC-0111	
KHK7580	
CSL362	
CSL362	
AC220	
AC220	
AC220	
AC220	
AC220	
AC220	
DecitabineDacogen	
IMCgp100	
Plerixafor	Other immunostimulants|Unknown Cellular or Molecular Interaction|BLOOD PRODUCTS,OTHER|Hematopoietic Stem Cell Mobilizer
MEDI-573	
GDC-0032	
GDC-0032	
VCN-01	
Durvalumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
MEDI4736tremelimumab	
MEDI4736+tremelimumab	
BortezomibPegylatedLiposomalDoxorubicinDexamethasone	
Selinexor	
peginesatide	Other antianemic preparations
4SC-201Resminostat	
efficacy	
efficacy	
LY3200882	
NanoliposomalIrinotecan	
polymerase	
Galunisertib	
BortezomibTipifarnib	
CPI-0610	
MonocyteKRN7000	
Tivozanib	
APN01	
CC-92480	
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
CAR-BCMA	
BC-819/PEI	
Vaccine	
REGN5458	
GL-ONC1	
JNJ-68284528	
Melflufen	
Melflufen	
Descartes-08	
TAK-079	
PexastimogeneDevacirepvecPexa-Vec	
REGN2810	
REGN2810	
REGN2810	
P-BCMA-101CAR-T	
Rimiducid	
AUTO2	
TAK-573	
IsatuximabSAR650984	
CemiplimabREGN2810	
MP0250BOR+DEX	
LCAR-B38MCAR-T	
Radium-223dichlorideXofigoBAY88-8223	
ONC201	
ONC201	
ONC201	
IsatuximabSAR650984	
CC-220	
CC-220	
Durvalumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
Selinexor	
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
Oprozomib	
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
Melflufen	
Melflufen	
Oprozomib	
Oprozomib	
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
Escalation	
ACY-1215	
MOR03087escalation	
MOR03087	
ACY-1215	
hLL1-DOXdoxorubicinmilatuzumab	
BKT140	
ARRY-520inhibitorintravenous	
Bortezomibproteasomeinhibitorintravenoussubcutaneous	
Filgrastimgranulocyte-colonyG-CSFsubcutaneous	
P276-00	
P276-00	
P276-00	
P276-00	
P276-00	
P276-00	
MLN0128	
MLN0128	
MLN0128	
AUY922	
AUY922	
AUY922	
AUY922	
AUY922	
CKD-581	
BHQ880	
Zoledronic	
Perifosine	
Perifosine	
methylaminolevulinatehexaminolevulinate	
imexon	
XL184	
XL184	
XL184	
XL184	
XL184	
XL184	
MP0250DARPin®Osimertinib	
Atiprimod	
Avelumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
Avelumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
Selumetinib	
Nitroglycerin-citrate-ethanol	
MCLA-117bispecificantibody	
Pertuzumabtrastuzumab	
IDO1InhibitorBMS-986205	
famitinibcamrelizumab	
trabectedindurvalumab	
TilmanoceptTechnetium	
UltratraceIobenguaneMIBG	
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
GSK2857916PomalidomideDexamethasone	
RPH-001	
Hu5F9-G4	
AutologousMulti-lineageAMPC	
CD123CAR-T	
OmnImmune®	
G-CSF	BLOOD FORMATION PRODUCTS|Receptor Protein Kinase Interactions|Colony stimulating factors|Leukocyte Growth Factor|Receptor Activity Modifying Protein Agonists
Palifermin	Keratinocyte Growth Factor Receptor Agonists|Mucocutaneous Epithelial Cell Growth Factor|Detoxifying agents for antineoplastic treatment|HORMONES/SYNTHETICS/MODIFIERS,OTHER
Quizartinib	
AutologousAnti-BCMA-CAR-expressingCD4+/CD8+T-lymphocytesFCARH143	
BCMACAR-T	
Quizartinib	
Milademetan	
HMPL-523	
MAX-40279	
MAX-40279	
MAX-40279	
DecitabineDacogen	
DCLL9718S	
UCART123	
AMV564	
BAY1436032	
CT053PTSA	
Selinexor	
ADI-PEG	
ASP1235	
IndoximodFreebase	
Indoximod	
Indoximod	
JNJ-63709178	
IMGN779	
IxazomibMLN9708	
Selinexor	
Liposomaldoxorubicin	
AVID200	
MEN1112	
AtuveciclibBAY1143572	
pidilizumab	
SGN-CD33A	
gilteritinib	ANTINEOPLASTIC,OTHER
SGI-110	
SGI-110	
Gilteritinib	ANTINEOPLASTIC,OTHER
Gilteritinib	ANTINEOPLASTIC,OTHER
CabozantinibXL184	
RogaratinibBAY1163877	
PGX-ODSH-2013-AML-1	
IGN523	
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
SGN-CD33A	
RO5503781	
RO5503781	
RO5503781	
RO5503781	
RO5503781	
RO5503781	
Volasertib	
RO5429083	
RO5045377	
Lenalidomideendoxanprednisone	
lenalidomideendoxanprednisone	
OCV-501	
Wild-typeReovirus	
OCV-501	
Thalidomide+Melphalan+Bortezomib+stem	
LenalidomideMelphalanautologous	
IPH2101	
IPH2101	
IPH2101	
IPH2101	
panobinostat/LBH589B	
AZD1152	
AZD1152	
AZD1152	
AZD1152	
Plerixafor	Other immunostimulants|Unknown Cellular or Molecular Interaction|BLOOD PRODUCTS,OTHER|Hematopoietic Stem Cell Mobilizer
AZD1152	
AZD1152	
LDACcytosinearabinoside	
Trioxide	
Ascorbic	
ABT-888/Bortezomib	
Ganetespib	
TrisenoxTrioxide	
VelcadeBortezomib	
VitaminAscorbic	
AZD1152	
AZD1152	
AZD1152	
AZD1152	
Palifermin	Keratinocyte Growth Factor Receptor Agonists|Mucocutaneous Epithelial Cell Growth Factor|Detoxifying agents for antineoplastic treatment|HORMONES/SYNTHETICS/MODIFIERS,OTHER
Chemotherapy	
CSL360	
GM-CSF	
MLN518	
daunorubicinhydrochloride	
Ga-IMP-288	
SHR-1210	
SHR6390	
Vaccine	
BL-8040	
BL-8040	
CX-4945	
CX-4945	
CX-4945	
DurvalumabMEDI	
SEL24/MEN1703	
Voreloxincytarabine	
ADCT-602	
DoxorubicinHydrochloride	
Minnelide	
Minnelide	
Minnelide	
Filanesibpomalidomidedexamethasone	
Chemotherapy	
Merestinib	
LY2874455	
LY2874455	
LY2874455	
LY2874455	
carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
AutologousCD19-targeting	
Nirapaib	
MLN9708	
MLN9708	
MLN9708	
IL-12	
Selinexor	
DaunorubicinHydrochloride	
mitoxantronehydrochloride	
selinexor	
carfilzomibpanobinostat	
selinexor	
cabozantinib	Protein kinase inhibitors|Tyrosine Kinase Inhibitors|ANTINEOPLASTIC,OTHER|Protein Kinase Inhibitors|Kinase Inhibitor
cabozantinib	Protein kinase inhibitors|Tyrosine Kinase Inhibitors|ANTINEOPLASTIC,OTHER|Protein Kinase Inhibitors|Kinase Inhibitor
carfilzomiblenalidomidedexamethasone	
Defactinib	
LenalidomidePomalidomide	
BKM120	
BKM120	
plerixafor	Other immunostimulants|Unknown Cellular or Molecular Interaction|BLOOD PRODUCTS,OTHER|Hematopoietic Stem Cell Mobilizer
BLZ-100	
therapydecitabinemidostaurin	
CCI-779	
CCI-779	
AK105	
IL13-PE38QQR	
IL13-PE38QQR	
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
MIK665	
MIK665	
MIK665	
PX-866SCCHN	
CetuximabSCCHN	
PX-866	
PX-866	
ARRY-520inhibitorintravenous	
Filgrastimgranulocyte-colonyG-CSFsubcutaneous	
milatuzumab	
Vofatamab	
TGR-1202	
TGR-1202	
TGR-1202	
TGR-1202	
TGR-1202	
TGR-1202	
TGR-1202	
Selumetinib	
KW-2478	
KW-2478	
KW-2478	
KW-2478	
GemtuzumabOzogamicin	
OPB-111077	
AC220	
AC220	
AC220	
CBT-1®	
KCP-330	
XL888	
XL888	
RO5045337	
RO5045337	
RO5045337	
helicobacterpylorivaccine	
HM43239	
Idasanutlin	
ECT-001UM171	
HDM201	
HDM201	
HDM201	
anthracycline	
liposomalcytarabine/daunorubicin	
gilteritinib	ANTINEOPLASTIC,OTHER
LiposomalAnnamycin	
LiposomalAnnamycin	
Onvansertib	
AZD2811	
AZD2811	
AZD2811	
FF-10101-01	
REOLYSIN®	
Chemotherapy	
CWP232291	
SPI-1620	
AG-120	
AG-221	
AG-221	
Idasanutlin	
G-CSF	BLOOD FORMATION PRODUCTS|Receptor Protein Kinase Interactions|Colony stimulating factors|Leukocyte Growth Factor|Receptor Activity Modifying Protein Agonists
WT1/PRAME	
Crenolanibbesylate	
G-CSF	BLOOD FORMATION PRODUCTS|Receptor Protein Kinase Interactions|Colony stimulating factors|Leukocyte Growth Factor|Receptor Activity Modifying Protein Agonists
TAK-659	
TAK-659	
GMI-1271	
Gilteritinib	ANTINEOPLASTIC,OTHER
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
AL3818	
AL3818	
AL3818	
DCP-001	
PLX3397	
PLX3397	
PLX3397	
Freund	
SVN53-67/M57-KLHPeptideVaccine	
ARRY-520inhibitorintravenous	
Zosuquidar	
gemtuzumabozogamicin	
Zosuquidar	
IdarubincinAmufostineEthyol	
Idarubincin	
Chemotherapy	
Tivozanib	
BNC105P	
BNC105P	
BNC105P	
Anti-BCMACAR-T	
Cemiplimab	ANTINEOPLASTIC,OTHER
Cemiplimab	ANTINEOPLASTIC,OTHER
RituximabMethotrexate	
Pemetrexed	Protein Synthesis Inhibitors|Thymidylate Synthetase Inhibitors|Dihydrofolate Reductase Inhibitors|Folic Acid Metabolism Inhibitors|ANTINEOPLASTICS,ANTIMETABOLITES|Folate Analog Metabolic Inhibitor|Folic acid analogues
MDX-1401	
BSCT	
Selinexor	
pazopanib	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|Vascular Endothelial Growth Factor Receptor Inhibitors|Cytochrome P450 2C8 Inhibitors|Platelet-derived Growth Factor Receptor Inhibitors|Cytochrome P450 2D6 Inhibitors|Protein Kinase Inhibitors|Kinase Inhibitor|Cytochrome P450 3A4 Inhibitors
BevacizumabGemcitabineDocetaxelValproic	
Immunotherapychemotherapy	
Immunotherapycyclophosphamidechemotherapy	
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
INXN-1001	
INXN-3001	
BusulfanFludarabineCytoxan	
LY2510924	
LY2510924	
LY2510924	
Selinexor	
G-CSF	BLOOD FORMATION PRODUCTS|Receptor Protein Kinase Interactions|Colony stimulating factors|Leukocyte Growth Factor|Receptor Activity Modifying Protein Agonists
oleclumab	
durvalumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
nonpathogenicpolio-rhinovirusPVSRIPO	
Entospletinib	
Prophylaxis	
Ficlatuzumab	
Plerixafor	Other immunostimulants|Unknown Cellular or Molecular Interaction|BLOOD PRODUCTS,OTHER|Hematopoietic Stem Cell Mobilizer
VorinostatEtoposide	
Tiragolumab	
Tiragolumab	
Plerixafor	Other immunostimulants|Unknown Cellular or Molecular Interaction|BLOOD PRODUCTS,OTHER|Hematopoietic Stem Cell Mobilizer
Ga-IMP-288	
TAK-580	
allogeneic	
Alisertib	
SB-485232	
CD8+CD4+T-cells-expressingHA1-Specific	
KX2-391	
KX2-391	
KX2-391	
LDE225	
LDE225	
ALT02	
EU-licensedHerceptin	
US-licensedHerceptin	
AG-120	
AG-221	
AG-221	
SCM-010	
EnfortumabVedotin	
Hu5F9-G4	
Isatuximab	
Tocilizumab	Interleukin-6 Receptor Antagonist|Interleukin inhibitors|Interleukin 6 Receptor Antagonists|ANTIRHEUMATICS,OTHER
Tocilizumab	Interleukin-6 Receptor Antagonist|Interleukin inhibitors|Interleukin 6 Receptor Antagonists|ANTIRHEUMATICS,OTHER
INO-5401	
INO-9012	
5-Azacitidine	
Gemtuzumabozogamicin	
TRC105Pazopanib	
E7050	
E7050	
CV8102	
CV8102anti-PD-1therapy	
Rexin-G	
AvelumabMSB0010718C	
AxitinibAG-013736	
CX-4945	
CX-4945	
CX-4945	
doxorubicin-containing	
doxorubicin-containing	
doxorubicin-containing	
doxorubicin-containing	
AAVLP-HPV	
CCR2/CCR5	
GVAX	
VilaprisanBAY1002670	
Tyrosinekinaseinhibitor	
CHR-2797tosedostat	
Pazopanib	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|Vascular Endothelial Growth Factor Receptor Inhibitors|Cytochrome P450 2C8 Inhibitors|Platelet-derived Growth Factor Receptor Inhibitors|Cytochrome P450 2D6 Inhibitors|Protein Kinase Inhibitors|Kinase Inhibitor|Cytochrome P450 3A4 Inhibitors
Pazopanib	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|Vascular Endothelial Growth Factor Receptor Inhibitors|Cytochrome P450 2C8 Inhibitors|Platelet-derived Growth Factor Receptor Inhibitors|Cytochrome P450 2D6 Inhibitors|Protein Kinase Inhibitors|Kinase Inhibitor|Cytochrome P450 3A4 Inhibitors
PRA-027	
Deoxycholic	
AutologousFecalMicrobiota	
IL13-PE38QQR	
IL13-PE38QQR	
APX005Mrecurrentmalignanttumor	
APX005MDIPG	
PDR001	
PDR001	
PDR001	
PDR001	
AdV-tk	
131-I-chTNT-1/B	
BPX-701	
Rimiducid	
Tecogalansodium	
Tecogalansodium	
Tecogalansodium	
Tecogalansodium	
temsirolimusliposomaldoxorubicin	
Lintuzumab-Ac225	
Immunotherapy	
EGFR-EDV-Dox	
VGX-3100	
VGX-3100	
VGX-3100	
talimogenelaherparepvec	
MEDI-565	
MEDI-565	
RamucirumabIMC-1121B	
MEK162	
MEK162	
MEK162	
MEK162	
Pazopanib	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|Vascular Endothelial Growth Factor Receptor Inhibitors|Cytochrome P450 2C8 Inhibitors|Platelet-derived Growth Factor Receptor Inhibitors|Cytochrome P450 2D6 Inhibitors|Protein Kinase Inhibitors|Kinase Inhibitor|Cytochrome P450 3A4 Inhibitors
Light-activatedAU-011	
ZD6474vandetanib	
ZD6474vandetanib	
imexon	
Selinexor	
Temferon	
ING-1heMAb	
Oncoquest-CLLvaccine	
MB07133	
MB07133	
MB07133	
MB07133mg/m2/day	
MB07133mg/m2/day	
MB07133mg/m2/day	
MB07133mg/m2/day	
LY3114062	
LY3114062	
OROSHydromorphone	
EnzastaurinLY317615	
BLU-554	
PBF-509	
PBF-509	
ONO-7475	
SR-T100	
KX2-391	
KX2-391	
KX2-391	
Ingenolmebutate	
SR-T100	
Ingenolmebutate	
Zyclara®imiquimod	
DiclofenacSodium	
Solaraze®diclofenacsodium	
Ingenol	
Ingenol	
Ingenolmebutate	
PEP005Ingenolmebutat	
CNTO	
PEP005ingenolmebutate	
PEP005ingenolmebutate	
G207	
G207	
G207	
Olaparib	Other antineoplastic agents|Poly(ADP-Ribose) Polymerase Inhibitors|ANTINEOPLASTICS,ANTIMETABOLITES|Poly(ADP-Ribose) Polymerase Inhibitor
Pexidartinib	
EBViNT	
4SC-203	
4SC-203	
4SC-203	
GemtuzumabOzogamicin	
denileukindiftitoxE7777	
vaccine	
EPZ-5676	
EPZ-5676	
Betalutin	
Durvalumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
CV301	
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
Pelareorep	
CM-CS1T-cell	
CNTO	
PLX2853	
BMS-986205	
BMS-986205	
QuadrivalentPapillomavirusVaccine	
ingenol	
ingenol	
Avelumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
CTAP201	
IngenolMebutate	
PRV111CisplatinTransmucosal	
ETBX-011	
ETBX-021	
ETBX-051	
ETBX-061	
GI-4000	
GI-4000	
GI-6207	
GI-6301	
haNK	
Avelumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
N-803	
Cutaneous	
TBI-1301	
Ad26.HPV16	
Ad26.HPV18	
MVA.HPV16/18	
Avelumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
VBI-1901	
CD56-EnrichedLymphocyte	
BlinatumomabMT103	
VandetanibEtoposide	
AEG35156antisense	
BIIB022	
BIIB022	
BIIB022	
BIIB022	
AlvocidibDecitabine	
IVACMUTANOMERBL001/RBL002	
vaccine	
S65487	
TBI-1501	
CTT1057	
CTT1057	
CTT1057	
CTT1057	
Toca	
MEDI4736nab-paclitaxelgemcitabine	
MEDI4736AZD5069	
vaccine	
REOLYSIN®	
TransSodiumCrocetinate	
Cabozantinib	Protein kinase inhibitors|Tyrosine Kinase Inhibitors|ANTINEOPLASTIC,OTHER|Protein Kinase Inhibitors|Kinase Inhibitor
Cabozantinib	Protein kinase inhibitors|Tyrosine Kinase Inhibitors|ANTINEOPLASTIC,OTHER|Protein Kinase Inhibitors|Kinase Inhibitor
vaccine	
PTC596	
BPX-501	
AP1903	
AP1903	
AP1903	
AVL-292	
AVL-292	
EC-18	
EC-18	
EC-18	
AFXl-assistedingenolmebutate	
EC-18	
EC-18	
EC-18	
Oraxol	
anti-EGFRantibody	
RO5045337	
RO5045337	
RO5045337	
ALT-801	
ALT-801	
ALT-801	
ALT-801	
PTX-200	
CC-90009	
MDX-1342	
MDX-1342	
A-101	
A-101	
A-101	
A-101	
Ingenolmebutate	
Lintuzumab-Ac225	
STA-9090ganetespib	
Lintuzumab-Ac225	
Pazopanib	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|Vascular Endothelial Growth Factor Receptor Inhibitors|Cytochrome P450 2C8 Inhibitors|Platelet-derived Growth Factor Receptor Inhibitors|Cytochrome P450 2D6 Inhibitors|Protein Kinase Inhibitors|Kinase Inhibitor|Cytochrome P450 3A4 Inhibitors
ONCOS-102	
Pemetrexed/cisplatincarboplatin	
GleevecRAD001Hydroxyurea	
SU011248Irinotecan	
erlotinibcetuximab	
GX-30THYROGEN®	
THYROGEN®GX-30	
Cabazitaxel	Tubulin Interactions|Microtubule Inhibitor|ANTINEOPLASTIC,OTHER|Taxanes
Cabazitaxel	Tubulin Interactions|Microtubule Inhibitor|ANTINEOPLASTIC,OTHER|Taxanes
Cabazitaxel	Tubulin Interactions|Microtubule Inhibitor|ANTINEOPLASTIC,OTHER|Taxanes
Cabazitaxel	Tubulin Interactions|Microtubule Inhibitor|ANTINEOPLASTIC,OTHER|Taxanes
Cabazitaxel	Tubulin Interactions|Microtubule Inhibitor|ANTINEOPLASTIC,OTHER|Taxanes
TP-0903	
TP-0903	
TP-0903	
TP-0903ibrutinibtherapy	
XIAPantisense	
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
Carfilzomib	Proteasome Inhibitors|Other antineoplastic agents|Proteasome Inhibitor|ANTINEOPLASTIC,OTHER
TalimogeneLaherparepvec	
Rimiducid	
rivogenlecleucel	
BPX-501	
rimiducid	
ASTX727	
iC9-CAR19	
AP1903	
AP1903	
AP1903	
APTO-253	
APTO-253	
APTO-253	
ALT-803	
ALT-803	
LGH447	
LGH447	
LGH447	
LGH447	
LGH447midostaurin	
mesylateimatinib	
ImatinibMesylate	
Pemetrexed	Protein Synthesis Inhibitors|Thymidylate Synthetase Inhibitors|Dihydrofolate Reductase Inhibitors|Folic Acid Metabolism Inhibitors|ANTINEOPLASTICS,ANTIMETABOLITES|Folate Analog Metabolic Inhibitor|Folic acid analogues
DabigatranEtexilate	
Tepotinib	
AR-42	
AR-42	
AR-42	
Ex-vivoprogenitor	
SAR103168	
PDR001	
PDR001	
PDR001	
PDR001	
MBG453	
ZactimaGleevecHydroxyurea	
G-CSF	BLOOD FORMATION PRODUCTS|Receptor Protein Kinase Interactions|Colony stimulating factors|Leukocyte Growth Factor|Receptor Activity Modifying Protein Agonists
Plerixafor	Other immunostimulants|Unknown Cellular or Molecular Interaction|BLOOD PRODUCTS,OTHER|Hematopoietic Stem Cell Mobilizer
AC220	
AC220	
AC220	
Imatinib/Acetaminophen	
TopotecanTemodar	
Omacetaxine	Protein Synthesis Inhibitors
Bortezomibmitoxantrone	
recMAGE-A3ProteinAS15	
CT53518	
CT53518	
TemodarO6-Benzylguanine	
ErlotinibDasatinib	
EphB4-HSAProtein	
VincristineLiposomal	
Custirsen	
Moxifloxacin	Quinolone Antimicrobial|DNA Gyrase Inhibitors|ANTIBACTERIALS,TOPICAL OPHTHALMIC|Fluoroquinolones|Topoisomerase 4 Inhibitors|QUINOLONES
Givinostat	
Givinostat	
NS-018	
NS-018	
NS-018	
NS-018	
NS-018	
anti-CD123CAR-T	
P1101	
Betalutin	
AzacitidineLDE255	
AZD9150	
AZD9150	
AZD9150	
Acalabrutinib	Kinase Inhibitor|Tyrosine Kinase Inhibitors|ANTINEOPLASTIC,OTHER
Acalabrutinib	Kinase Inhibitor|Tyrosine Kinase Inhibitors|ANTINEOPLASTIC,OTHER
AZD6738	
AZD6738	
AZD6738	
AZD6738	
Hu5F9-G4	
AZD5153	
AZD5153	
AZD5153	
AZD5153	
YS110	
DS-3201b	
HDM201	
HDM201	
HDM201	
JCAR017lisocabtagenemaraleucelsingle-dose	
JCAR017lisocabtagenemaraleucel2-dose	
duvelisib	ANTINEOPLASTIC,OTHER
Abemaciclibdexamethasoneixazomibpomalidomide	
Enasidenibdexamethasoneixazomibpomalidomide	
Cobimetinibdexamethasoneixazomibpomalidomide	
Erdafitinibdexamethasoneixazomibpomalidomide	
Venetoclaxdexamethasoneixazomibpomalidomide	
Daratumumabdexamethasoneixazomibpomalidomide	
WT1-sensitized	
bystandervaccine	
Varlilumab	
brentuximabvedotin	
inotuzumab+cyclophosphamide+vincristine+prednisone	
inotuzumabozogamicin+rituximab+gemcitabine+cisplatinum+dexamethasone	
aflibercept	Other antineoplastic agents|ANTINEOPLASTIC,OTHER|Vascular Endothelial Growth Factor Inhibitors|OPHTHALMICS,OTHER|Vascular Endothelial Growth Factor Inhibitor|Antineovascularisation agents
ZarnestraR115777	
GleevecImatinibmesylate	
SGN-40	
binimetinib	Protein kinase inhibitors|Protein Kinase Inhibitors|ANTINEOPLASTIC,OTHER
encorafenib	Protein kinase inhibitors|ANTINEOPLASTIC,OTHER|BRAF Serine/Threonine Kinase Inhibitors
Oblimersen-rituximab-fludarabine	
F-AraGanti-PD-1therapy	
AZD6738	
AZD6738	
AZD6738	
AZD6738	
Olaparib	Other antineoplastic agents|Poly(ADP-Ribose) Polymerase Inhibitors|ANTINEOPLASTICS,ANTIMETABOLITES|Poly(ADP-Ribose) Polymerase Inhibitor
Pemetrexed	Protein Synthesis Inhibitors|Thymidylate Synthetase Inhibitors|Dihydrofolate Reductase Inhibitors|Folic Acid Metabolism Inhibitors|ANTINEOPLASTICS,ANTIMETABOLITES|Folate Analog Metabolic Inhibitor|Folic acid analogues
SGN-40anti-huCD40	
AFM13	
SP-2577	
SP-2577	
SP-2577	
SP-2577	
INCB059872	
OblimersonsodiumG3139	
VilaprisanBAY1002670	
Ulipristal	CONTRACEPTIVES,SYSTEMIC|Progesterone Agonist/Antagonist|Emergency contraceptives|Progesterone receptor modulators|Selective Progesterone Receptor Modulators
OBP-301	
Durvalumab	ANTINEOPLASTIC,OTHER|Programmed Death Ligand-1-directed Antibody Interactions|Monoclonal antibodies|Programmed Death Ligand-1 Antagonists|Programmed Death Ligand-1 Blocker
